tX,tY,tZ,rX,rY,rZ,rW,time(s)
1.702342,9.187229,-2.532457,-0.007965058,-0.9335056,-0.02077684,0.3578719,9.700019
1.702052,9.187191,-2.533344,-0.008278549,-0.9321581,-0.02135725,0.3613264,9.733353
1.701528,9.187256,-2.533947,-0.008805692,-0.9312596,-0.02255635,0.3635511,9.766685
1.700874,9.186986,-2.534186,-0.01055995,-0.927707,-0.02631845,0.3722306,9.800019
1.69993,9.18725,-2.534616,-0.01427713,-0.9213212,-0.03398476,0.3870512,9.833352
1.69922,9.187362,-2.535033,-0.01535589,-0.9196247,-0.03613229,0.3908312,9.866686
1.698166,9.187451,-2.53607,-0.01531425,-0.9209754,-0.0363866,0.3876155,9.90002
1.697182,9.187731,-2.537133,-0.01456475,-0.9295244,-0.03692752,0.366618,9.933352
1.696517,9.188015,-2.537959,-0.01519066,-0.9358659,-0.04065639,0.3496733,9.966686
1.696001,9.188267,-2.538578,-0.01616538,-0.947698,-0.04863036,0.3150276,10.00002
1.695324,9.188448,-2.539476,-0.01601991,-0.955787,-0.05301861,0.2887968,10.03335
1.694607,9.188779,-2.540512,-0.0159398,-0.961245,-0.05689818,0.269289,10.06669
1.693951,9.189001,-2.540999,-0.01632741,-0.9617748,-0.05882481,0.2669499,10.10002
1.69335,9.188683,-2.541498,-0.01634026,-0.9617165,-0.05882126,0.2671597,10.13335
1.692595,9.188888,-2.542715,-0.01628196,-0.9617295,-0.05861148,0.2671633,10.16669
1.692127,9.189198,-2.543094,-0.01628196,-0.9617295,-0.05861148,0.2671633,10.20002
1.691947,9.189574,-2.544415,-0.01646319,-0.9619107,-0.05946508,0.2663097,10.23335
1.691039,9.189535,-2.544834,-0.01661295,-0.9626982,-0.06077883,0.2631388,10.26669
1.691031,9.189895,-2.546132,-0.01618433,-0.9677787,-0.064492,0.2428649,10.30002
1.690797,9.190144,-2.546782,-0.0152694,-0.9737788,-0.0687339,0.2163275,10.33335
1.690732,9.190254,-2.547184,-0.01518121,-0.9741865,-0.06897625,0.2144118,10.36669
1.690088,9.190103,-2.548146,-0.01518121,-0.9741865,-0.06897625,0.2144118,10.40002
1.690037,9.189801,-2.548635,-0.01518121,-0.9741865,-0.06897625,0.2144118,10.43335
1.689542,9.189659,-2.549627,-0.01518121,-0.9741865,-0.06897625,0.2144118,10.46669
1.689239,9.189562,-2.55056,-0.01518121,-0.9741865,-0.06897625,0.2144118,10.50002
1.688497,9.189354,-2.551543,-0.01548624,-0.9759015,-0.07380682,0.2047656,10.53335
1.687821,9.189122,-2.552631,-0.01500246,-0.9797897,-0.08055353,0.1824779,10.56669
1.687824,9.18889,-2.553926,-0.01383394,-0.9838652,-0.0875915,0.1553891,10.60002
1.688019,9.18926,-2.554478,-0.01388252,-0.9838607,-0.08802368,0.1551684,10.63335
1.688119,9.189799,-2.555693,-0.01388252,-0.9838607,-0.08802368,0.1551684,10.66669
1.688173,9.189812,-2.557025,-0.01388702,-0.9838122,-0.08780307,0.1556007,10.70002
1.68791,9.189636,-2.557742,-0.01533669,-0.9824936,-0.09417096,0.1600094,10.73335
1.687902,9.189837,-2.558792,-0.02001965,-0.9781549,-0.1129603,0.1733556,10.76669
1.687743,9.190552,-2.560147,-0.02514014,-0.9730476,-0.1291843,0.1893618,10.80002
1.687034,9.1909,-2.561108,-0.02860165,-0.9698514,-0.1410541,0.1966577,10.83335
1.686859,9.190817,-2.562382,-0.03061856,-0.9679766,-0.1476891,0.2006787,10.86669
1.686774,9.19086,-2.562948,-0.03046678,-0.9681283,-0.1472801,0.2002696,10.90002
1.686113,9.191507,-2.563794,-0.0293429,-0.96911,-0.1431058,0.1987096,10.93335
1.685843,9.191902,-2.565109,-0.0293429,-0.96911,-0.1431058,0.1987096,10.96669
1.685791,9.192491,-2.565644,-0.02931173,-0.9691534,-0.1431122,0.1984981,11.00002
1.685292,9.192352,-2.56621,-0.02931173,-0.9691534,-0.1431122,0.1984981,11.03335
1.684543,9.192889,-2.567585,-0.02937412,-0.9690666,-0.1430994,0.1989211,11.06669
1.684557,9.192822,-2.568627,-0.02936627,-0.9685353,-0.1393525,0.2041027,11.10002
1.68429,9.192908,-2.5692,-0.03034446,-0.9660195,-0.1338317,0.2190313,11.13336
1.684097,9.192962,-2.569772,-0.03249024,-0.9610569,-0.1288728,0.2422929,11.16669
1.683299,9.193274,-2.570582,-0.03430511,-0.9565902,-0.1259377,0.2605726,11.20002
1.682417,9.193254,-2.571553,-0.03499651,-0.9545608,-0.1243995,0.26854,11.23336
1.682076,9.193653,-2.572722,-0.03515457,-0.9541178,-0.1241301,0.2702132,11.26669
1.68201,9.193643,-2.573977,-0.03520373,-0.9539086,-0.1238913,0.2710535,11.30002
1.681902,9.194291,-2.574894,-0.03554319,-0.9529507,-0.123344,0.274605,11.33336
1.681391,9.194237,-2.576203,-0.03840604,-0.9491796,-0.1279125,0.2849935,11.36669
1.680696,9.194774,-2.57688,-0.04293573,-0.9449565,-0.1382755,0.2934171,11.40002
1.679932,9.195371,-2.577269,-0.04365444,-0.9440681,-0.139408,0.2956271,11.43336
1.679514,9.195238,-2.578241,-0.04285048,-0.9444942,-0.1369453,0.2955343,11.46669
1.678917,9.195102,-2.579101,-0.04282063,-0.9445587,-0.1369547,0.2953283,11.50002
1.678139,9.195519,-2.579496,-0.04282063,-0.9445587,-0.1369547,0.2953283,11.53336
1.677716,9.196162,-2.58001,-0.04282063,-0.9445587,-0.1369547,0.2953283,11.56669
1.676988,9.196262,-2.581047,-0.04677336,-0.9412202,-0.1463396,0.3008347,11.60002
1.676609,9.196564,-2.58169,-0.05476284,-0.9348259,-0.1654661,0.3093907,11.63336
1.676519,9.197065,-2.582877,-0.06037223,-0.9304052,-0.178747,0.3142465,11.66669
1.675654,9.197291,-2.583294,-0.06320439,-0.927808,-0.1843423,0.3181124,11.70002
1.675012,9.19808,-2.584097,-0.06288826,-0.927711,-0.1826404,0.3194368,11.73336
1.674698,9.198885,-2.584955,-0.06281848,-0.9277509,-0.1824381,0.3194505,11.76669
1.674456,9.198968,-2.585377,-0.06281848,-0.9277509,-0.1824381,0.3194505,11.80002
1.674161,9.199305,-2.586559,-0.06281848,-0.9277509,-0.1824381,0.3194505,11.83336
1.673392,9.199229,-2.586907,-0.06802617,-0.9237292,-0.1946604,0.322807,11.86669
1.673084,9.199849,-2.587384,-0.07745279,-0.9162421,-0.2161685,0.3282879,11.90002
1.672462,9.200709,-2.588277,-0.08360553,-0.910686,-0.2276929,0.3343907,11.93336
1.672272,9.201291,-2.589156,-0.08630785,-0.9083275,-0.2330078,0.3364513,11.96669
1.671653,9.201444,-2.589324,-0.08696829,-0.9078683,-0.2347909,0.3362812,12.00002
1.670874,9.20207,-2.590237,-0.0863235,-0.9088398,-0.2352537,0.3334879,12.03336
1.670126,9.202708,-2.591183,-0.08325528,-0.9131458,-0.2365808,0.3213456,12.06669
1.669968,9.203171,-2.591681,-0.07479136,-0.9239934,-0.2393913,0.2886769,12.10002
1.669721,9.203496,-2.592066,-0.0674458,-0.9323782,-0.2415636,0.2603248,12.13336
1.668999,9.203519,-2.592392,-0.06311375,-0.9368858,-0.2427315,0.2436041,12.16669
1.669016,9.204022,-2.59345,-0.06152107,-0.9384575,-0.2435757,0.2370306,12.20002
1.668265,9.204743,-2.594687,-0.06125696,-0.9387172,-0.2434246,0.2362249,12.23336
1.667827,9.205427,-2.595547,-0.05913426,-0.9408497,-0.2387271,0.2330545,12.26669
1.66719,9.206334,-2.596791,-0.05603403,-0.9438493,-0.2224645,0.2377354,12.30002
1.667062,9.207193,-2.597171,-0.0522978,-0.9450803,-0.1890602,0.2614278,12.33336
1.666567,9.20747,-2.597956,-0.04843238,-0.9450154,-0.1642945,0.2785812,12.36669
1.665615,9.207515,-2.598789,-0.0417608,-0.947607,-0.1390857,0.284521,12.40002
1.665511,9.207568,-2.599837,-0.03942421,-0.9485695,-0.1309923,0.2854868,12.43336
1.665328,9.207996,-2.601073,-0.03929424,-0.9485303,-0.1303543,0.2859266,12.46669
1.664552,9.208026,-2.60175,-0.03993715,-0.947989,-0.1319661,0.2868918,12.50002
1.664047,9.20835,-2.602331,-0.04318607,-0.947082,-0.1442897,0.2834625,12.53336
1.663382,9.208469,-2.603347,-0.04336838,-0.9471711,-0.1453607,0.2825888,12.56669
1.662813,9.208732,-2.603869,-0.04336838,-0.9471711,-0.1453607,0.2825888,12.60002
1.661839,9.209085,-2.60472,-0.04336838,-0.9471711,-0.1453607,0.2825888,12.63336
1.661763,9.209168,-2.605086,-0.04336838,-0.9471711,-0.1453607,0.2825888,12.66669
1.661513,9.209944,-2.605869,-0.04001009,-0.9489737,-0.1344255,0.2824503,12.70002
1.661175,9.209967,-2.606302,-0.03414789,-0.9515557,-0.1147298,0.2832188,12.73336
1.660279,9.210616,-2.606769,-0.02688253,-0.9539029,-0.08996055,0.2850506,12.76669
1.659862,9.210385,-2.607747,-0.01749179,-0.9544693,-0.05712402,0.2922658,12.80002
1.659622,9.210577,-2.608808,-0.01728308,-0.9539553,-0.05604899,0.2941583,12.83336
1.659441,9.210619,-2.609166,-0.01734722,-0.9539431,-0.0562571,0.2941546,12.86669
1.659234,9.210603,-2.609885,-0.01734722,-0.9539431,-0.0562571,0.2941546,12.90003
1.658973,9.210577,-2.611019,-0.01734722,-0.9539431,-0.0562571,0.2941546,12.93336
1.65861,9.21032,-2.61164,-0.01747555,-0.9539184,-0.05667336,0.294147,12.96669
1.657551,9.210806,-2.612654,-0.01610032,-0.9546686,-0.05253874,0.2925548,13.00003
1.657285,9.210447,-2.613034,-0.01296908,-0.9560467,-0.04278702,0.2897857,13.03336
1.656963,9.210836,-2.614266,-0.008250177,-0.9576758,-0.02758688,0.2864055,13.06669
1.65666,9.210896,-2.614915,-0.001974046,-0.9591674,-0.006696522,0.282753,13.10003
1.65565,9.210478,-2.615875,0.002519786,-0.9594603,0.008582294,0.281702,13.13336
1.655417,9.210658,-2.617138,0.004415065,-0.9595644,0.01507387,0.2810507,13.16669
1.655319,9.210837,-2.617583,0.00448969,-0.9593155,0.01527937,0.2818869,13.20003
1.654689,9.210509,-2.618888,0.00448969,-0.9593155,0.01527937,0.2818869,13.23336
1.654051,9.21089,-2.619342,0.00448969,-0.9593155,0.01527937,0.2818869,13.26669
1.653463,9.210624,-2.620504,0.004674196,-0.9593053,0.01590723,0.281884,13.30003
1.652613,9.210766,-2.621655,0.005950987,-0.9602566,0.02053356,0.2782989,13.33336
1.651794,9.210824,-2.622332,0.006370127,-0.9617775,0.02245545,0.2728355,13.36669
1.65119,9.210294,-2.622818,0.003554612,-0.9698746,0.01417765,0.2431658,13.40003
1.650882,9.20988,-2.623637,0.0006988943,-0.9797444,0.003419802,0.2002218,13.43336
1.650679,9.210058,-2.624396,-0.0007539392,-0.9875744,-0.004740208,0.1570791,13.46669
1.650372,9.209799,-2.625363,-0.001139224,-0.9925556,-0.009311736,0.1214309,13.50003
1.649853,9.209942,-2.62615,-0.001098931,-0.994646,-0.01063341,0.1027867,13.53336
1.649571,9.209532,-2.626755,-0.001068741,-0.9949335,-0.01063654,0.09996539,13.56669
1.649711,9.209275,-2.627914,-0.001068741,-0.9949335,-0.01063654,0.09996539,13.60003
1.649749,9.208986,-2.628504,-0.001068741,-0.9949335,-0.01063654,0.09996539,13.63336
1.649761,9.209477,-2.629526,-0.001119584,-0.9948632,-0.01106995,0.100616,13.66669
1.649581,9.209547,-2.63036,-0.002389431,-0.9926878,-0.01992737,0.1190299,13.70003
1.649657,9.209821,-2.631599,-0.003877133,-0.9880727,-0.02522662,0.1518583,13.73336
1.649544,9.209721,-2.632847,-0.005868524,-0.9800911,-0.02930255,0.1962864,13.76669
1.649626,9.209306,-2.634104,-0.00689894,-0.9751011,-0.0306439,0.2195252,13.80003
1.649557,9.208975,-2.634909,-0.007346034,-0.9717882,-0.03053986,0.2337543,13.83336
1.648691,9.208843,-2.635726,-0.007445931,-0.971018,-0.03051561,0.2369334,13.86669
1.648395,9.209401,-2.636852,-0.007439286,-0.9710697,-0.03051722,0.2367215,13.90003
1.648305,9.2098,-2.637871,-0.007426023,-0.9711729,-0.0305205,0.2362977,13.93336
1.647758,9.210362,-2.639151,-0.0083462,-0.9700276,-0.03366238,0.240507,13.96669
1.64748,9.21042,-2.639682,-0.0123311,-0.9649925,-0.04614106,0.2578923,14.00003
1.646859,9.210814,-2.64079,-0.0159626,-0.9597635,-0.05575997,0.2747546,14.03336
1.646718,9.210951,-2.641667,-0.01624176,-0.9589559,-0.05613285,0.2774686,14.06669
1.645881,9.211042,-2.642595,-0.01612067,-0.9589803,-0.05571446,0.2774756,14.10003
1.645145,9.211207,-2.643215,-0.01612067,-0.9589803,-0.05571446,0.2774756,14.13336
1.644385,9.211777,-2.64427,-0.01612067,-0.9589803,-0.05571446,0.2774756,14.16669
1.643593,9.21239,-2.644983,-0.01612067,-0.9589803,-0.05571446,0.2774756,14.20003
1.643127,9.212507,-2.645498,-0.01631519,-0.9585919,-0.05611154,0.2787236,14.23336
1.642248,9.212261,-2.646469,-0.01856825,-0.9565328,-0.06248502,0.2842462,14.26669
1.641698,9.212136,-2.647753,-0.02293926,-0.9533568,-0.07503097,0.2914705,14.30003
1.641028,9.212281,-2.649053,-0.02594391,-0.9508221,-0.08297729,0.2972864,14.33336
1.640633,9.212549,-2.650198,-0.02659789,-0.9495564,-0.0839106,0.300989,14.36669
1.639897,9.212593,-2.650611,-0.02560416,-0.9494001,-0.08034928,0.302536,14.40003
1.639408,9.213002,-2.651147,-0.02560416,-0.9494001,-0.08034928,0.302536,14.43336
1.638493,9.212859,-2.651948,-0.02560416,-0.9494001,-0.08034928,0.302536,14.46669
1.638143,9.213209,-2.653064,-0.02644384,-0.9485604,-0.08236289,0.3045495,14.50003
1.637094,9.213035,-2.653576,-0.02904642,-0.947579,-0.0901985,0.3051469,14.53336
1.636987,9.213429,-2.654088,-0.03477326,-0.9436457,-0.1052216,0.3118528,14.5667
1.63635,9.213832,-2.65495,-0.03765979,-0.940714,-0.111341,0.3181856,14.60003
1.635527,9.213957,-2.655763,-0.0369007,-0.940423,-0.1083949,0.3201463,14.63336
1.634435,9.214355,-2.656329,-0.03578454,-0.941168,-0.105569,0.3190259,14.6667
1.633559,9.214381,-2.657489,-0.03578454,-0.941168,-0.105569,0.3190259,14.70003
1.632749,9.214887,-2.658376,-0.03578454,-0.941168,-0.105569,0.3190259,14.73336
1.632635,9.215315,-2.658812,-0.03578454,-0.941168,-0.105569,0.3190259,14.7667
1.63214,9.215527,-2.659492,-0.03650507,-0.9403076,-0.1069269,0.321023,14.80003
1.631598,9.215339,-2.660684,-0.03827032,-0.938589,-0.1106742,0.3245573,14.83336
1.631411,9.215626,-2.661838,-0.04320359,-0.9335155,-0.1204144,0.3349366,14.8667
1.631141,9.216242,-2.662509,-0.04732645,-0.928733,-0.1274272,0.3449316,14.90003
1.630861,9.217009,-2.663585,-0.05050598,-0.9233215,-0.1303809,0.3576696,14.93336
1.630364,9.217628,-2.664686,-0.05329134,-0.9178951,-0.1320664,0.3703881,14.9667
1.629609,9.217726,-2.665644,-0.05345869,-0.9176235,-0.1322317,0.3709772,15.00003
1.629016,9.218021,-2.666212,-0.05348183,-0.9177566,-0.1324553,0.370565,15.03336
1.628096,9.217954,-2.666894,-0.05398095,-0.9208775,-0.1378316,0.3606564,15.0667
1.627049,9.21782,-2.667995,-0.05391021,-0.927045,-0.1466223,0.3408568,15.10003
1.626825,9.217778,-2.668221,-0.05254082,-0.934873,-0.1562346,0.3143927,15.13336
1.625813,9.218337,-2.669415,-0.05050741,-0.9414147,-0.1636684,0.2905168,15.1667
1.625412,9.219152,-2.670327,-0.04971921,-0.9430904,-0.1648078,0.2845116,15.20003
1.624857,9.219183,-2.671427,-0.04993488,-0.9427172,-0.1647426,0.2857459,15.23336
1.62399,9.219761,-2.672255,-0.04897515,-0.942836,-0.1603153,0.2880292,15.2667
1.623661,9.220542,-2.673371,-0.04898216,-0.9427452,-0.1600883,0.2884512,15.30003
1.623032,9.221171,-2.674623,-0.04898216,-0.9427452,-0.1600883,0.2884512,15.33336
1.622196,9.221241,-2.675638,-0.04898216,-0.9427452,-0.1600883,0.2884512,15.3667
1.621584,9.22129,-2.676862,-0.0494855,-0.9424644,-0.1617334,0.2883653,15.40003
1.620858,9.221931,-2.677147,-0.05149746,-0.9413123,-0.1683092,0.2880127,15.43336
1.620618,9.222314,-2.67839,-0.05582702,-0.9386721,-0.1824595,0.287205,15.4667
1.619616,9.223022,-2.678692,-0.05893606,-0.9366055,-0.1924706,0.2867961,15.50003
1.619218,9.223126,-2.679222,-0.06131744,-0.9348773,-0.1997806,0.2869363,15.53336
1.619076,9.223461,-2.679929,-0.06509034,-0.9318781,-0.2104353,0.2882418,15.5667
1.618371,9.223999,-2.680719,-0.06815793,-0.9290109,-0.2168289,0.292025,15.60003
1.617554,9.224644,-2.681611,-0.0711187,-0.9259173,-0.2210118,0.2979482,15.63336
1.617422,9.224701,-2.682704,-0.074679,-0.9216849,-0.2231921,0.3083915,15.6667
1.616901,9.225311,-2.683894,-0.07797672,-0.9171221,-0.2225109,0.3213963,15.70003
1.616331,9.22593,-2.68472,-0.08233039,-0.9106352,-0.220937,0.3393408,15.73336
1.615827,9.225925,-2.685158,-0.0829085,-0.9097437,-0.2207207,0.3417236,15.7667
1.615137,9.226786,-2.685338,-0.08300483,-0.9095944,-0.2206845,0.3421206,15.80003
1.614712,9.226854,-2.685907,-0.08300483,-0.9095944,-0.2206845,0.3421206,15.83336
1.613687,9.227758,-2.686371,-0.08266771,-0.9101158,-0.220811,0.3407311,15.8667
1.612701,9.228328,-2.686808,-0.07931565,-0.9144035,-0.2191071,0.3310095,15.90003
1.612296,9.228752,-2.687774,-0.0754115,-0.9196224,-0.2182372,0.3177739,15.93336
1.612206,9.229153,-2.688575,-0.06808697,-0.9280505,-0.211274,0.2990816,15.9667
1.611546,9.230001,-2.689072,-0.06123574,-0.9349017,-0.1993593,0.287167,16.00003
1.610572,9.23069,-2.689813,-0.05654553,-0.9384667,-0.1858216,0.2855754,16.03337
1.609929,9.230576,-2.691038,-0.05040838,-0.9415139,-0.1634741,0.2903222,16.0667
1.609599,9.230595,-2.691953,-0.05040838,-0.9415139,-0.1634741,0.2903222,16.10003
1.608701,9.231194,-2.692672,-0.04958732,-0.9414834,-0.1594514,0.2927889,16.13337
1.608389,9.231943,-2.693128,-0.04963921,-0.9416341,-0.160111,0.2919347,16.1667
1.607557,9.231944,-2.694076,-0.04963921,-0.9416341,-0.160111,0.2919347,16.20003
1.606817,9.232054,-2.694902,-0.04963921,-0.9416341,-0.160111,0.2919347,16.23336
1.606767,9.232475,-2.695183,-0.04963921,-0.9416341,-0.160111,0.2919347,16.2667
1.605975,9.232865,-2.696071,-0.04970293,-0.9415991,-0.1603164,0.2919239,16.30003
1.6053,9.233478,-2.69734,-0.04944815,-0.9417387,-0.1594947,0.291967,16.33336
1.604485,9.234198,-2.698058,-0.04664849,-0.9440994,-0.1526995,0.2884149,16.3667
1.603522,9.234495,-2.69845,-0.04340193,-0.9455171,-0.1415196,0.2899759,16.40003
1.602704,9.234587,-2.699606,-0.03817686,-0.9472312,-0.1232341,0.2934435,16.43336
1.602632,9.235115,-2.700607,-0.03379914,-0.9484063,-0.108267,0.2960767,16.4667
1.602514,9.235624,-2.701817,-0.0339283,-0.9483589,-0.1086808,0.2960619,16.50003
1.601581,9.23544,-2.702912,-0.03399295,-0.9483352,-0.1088876,0.2960545,16.53337
1.600862,9.235556,-2.703672,-0.03399295,-0.9483352,-0.1088876,0.2960545,16.5667
1.599857,9.236086,-2.704215,-0.03399295,-0.9483352,-0.1088876,0.2960545,16.60003
1.599375,9.236093,-2.704706,-0.03399295,-0.9483352,-0.1088876,0.2960545,16.63337
1.599176,9.235915,-2.705412,-0.03304231,-0.9487926,-0.1060051,0.2957429,16.6667
1.598882,9.236283,-2.70576,-0.02946487,-0.9497138,-0.09416644,0.2971671,16.70003
1.597834,9.236635,-2.706717,-0.02623329,-0.9497787,-0.08288623,0.3006033,16.73337
1.597228,9.237252,-2.707536,-0.02567744,-0.9511353,-0.08237742,0.2964731,16.7667
1.59628,9.237387,-2.708486,-0.02621874,-0.9566363,-0.0910607,0.2754406,16.80003
1.595342,9.237701,-2.709331,-0.0267477,-0.9605625,-0.09947641,0.2582805,16.83337
1.594883,9.237439,-2.709727,-0.02669618,-0.9624483,-0.1028562,0.2498022,16.8667
1.594816,9.237276,-2.710416,-0.02689603,-0.964406,-0.1081756,0.239783,16.90003
1.594632,9.237872,-2.710824,-0.02763857,-0.9660562,-0.116692,0.2288112,16.93337
1.594394,9.238162,-2.711256,-0.02775632,-0.9675981,-0.1226652,0.218945,16.9667
1.594141,9.238483,-2.711876,-0.02800123,-0.967395,-0.1234973,0.2193429,17.00003
1.593861,9.239184,-2.712742,-0.0287551,-0.966037,-0.1233239,0.2252482,17.03337
1.593634,9.238943,-2.713401,-0.03245978,-0.9590704,-0.1230726,0.2529497,17.0667
1.59286,9.238717,-2.713953,-0.03556365,-0.9523625,-0.1222117,0.2771375,17.10003
1.592803,9.238582,-2.715122,-0.03885639,-0.9445177,-0.1212052,0.302797,17.13337
1.592698,9.238859,-2.715525,-0.04236281,-0.9351453,-0.119795,0.3306932,17.1667
1.591694,9.239606,-2.716584,-0.04406491,-0.9297625,-0.1184871,0.3457756,17.20003
1.591381,9.24035,-2.717455,-0.04409078,-0.9296871,-0.1184775,0.3459783,17.23337
1.591203,9.240769,-2.718172,-0.04409078,-0.9296871,-0.1184775,0.3459783,17.2667
1.590631,9.240776,-2.718816,-0.04408854,-0.9298875,-0.1187091,0.3453602,17.30003
1.590137,9.24101,-2.71932,-0.0440343,-0.9315482,-0.1205739,0.3402071,17.33337
1.58927,9.24167,-2.719578,-0.04538542,-0.931892,-0.1253759,0.3373402,17.3667
1.58844,9.242052,-2.720353,-0.05169657,-0.9300969,-0.1439867,0.3339389,17.40003
1.588185,9.242581,-2.720867,-0.05907536,-0.9264067,-0.163976,0.3337553,17.43337
1.587609,9.243075,-2.721245,-0.06188872,-0.924071,-0.1698073,0.336791,17.4667
1.586534,9.243907,-2.721668,-0.0610427,-0.9243281,-0.1671459,0.3375703,17.50003
1.586404,9.243894,-2.722668,-0.0610427,-0.9243281,-0.1671459,0.3375703,17.53337
1.585995,9.244709,-2.723301,-0.06100547,-0.9242909,-0.1669309,0.3377851,17.5667
1.585239,9.244587,-2.723826,-0.06100547,-0.9242909,-0.1669309,0.3377851,17.60003
1.584891,9.245279,-2.724734,-0.06148379,-0.923887,-0.1678989,0.3383231,17.63337
1.584264,9.245849,-2.725422,-0.06582355,-0.9209616,-0.1781831,0.3402172,17.6667
1.584022,9.246339,-2.726278,-0.07282108,-0.9152734,-0.1924615,0.3463093,17.70004
1.583123,9.247099,-2.727226,-0.07932758,-0.9094616,-0.2041224,0.3534416,17.73337
1.58224,9.247281,-2.728004,-0.08102563,-0.9078609,-0.206886,0.3555582,17.7667
1.58197,9.247274,-2.728656,-0.07949568,-0.9088991,-0.2033714,0.3552789,17.80004
1.58097,9.24735,-2.729666,-0.07932951,-0.9090984,-0.2032077,0.3548995,17.83337
1.580445,9.247976,-2.730584,-0.079252,-0.9091427,-0.2030094,0.3549168,17.8667
1.579579,9.24832,-2.731566,-0.079252,-0.9091427,-0.2030094,0.3549168,17.90004
1.578965,9.249185,-2.731824,-0.079252,-0.9091427,-0.2030094,0.3549168,17.93337
1.578431,9.249986,-2.732141,-0.07961757,-0.9087772,-0.2035523,0.3554597,17.9667
1.57763,9.250909,-2.732402,-0.08429588,-0.9041982,-0.2106216,0.361882,18.00003
1.577091,9.251781,-2.733407,-0.0917244,-0.8961002,-0.2192744,0.3748465,18.03337
1.576053,9.25263,-2.734311,-0.1002667,-0.8851784,-0.2248068,0.3948009,18.0667
1.575894,9.253065,-2.735109,-0.1003648,-0.885006,-0.2247631,0.3951871,18.10003
1.57532,9.253074,-2.735317,-0.1001316,-0.8853135,-0.2246355,0.3946297,18.13337
1.575099,9.253803,-2.736037,-0.09916335,-0.8869054,-0.2248335,0.3911718,18.1667
1.574874,9.254765,-2.736333,-0.09629251,-0.8916338,-0.2256182,0.3805437,18.20004
1.574029,9.255012,-2.737415,-0.09074689,-0.9001485,-0.2263106,0.360945,18.23337
1.573208,9.255378,-2.738328,-0.08779109,-0.9044327,-0.2263391,0.3508061,18.2667
1.572384,9.256111,-2.739241,-0.08677298,-0.9057999,-0.2260514,0.3477039,18.30004
1.57203,9.256494,-2.73972,-0.08598089,-0.9068809,-0.2259008,0.3451711,18.33337
1.571079,9.257185,-2.740067,-0.08467121,-0.9085502,-0.2252644,0.3415014,18.3667
1.57041,9.257819,-2.740686,-0.08437511,-0.9088718,-0.2249232,0.3409435,18.40004
1.569578,9.258357,-2.74157,-0.0825491,-0.9103646,-0.2210817,0.3399186,18.43337
1.569054,9.258662,-2.742001,-0.0817543,-0.9107919,-0.218662,0.340531,18.4667
1.568676,9.259221,-2.742607,-0.07846224,-0.9121072,-0.2076444,0.3446565,18.50004
1.568038,9.259764,-2.742835,-0.07627366,-0.9131575,-0.2011886,0.3461921,18.53337
1.567801,9.260436,-2.743595,-0.0694336,-0.9166715,-0.1825454,0.3486684,18.5667
1.567603,9.260364,-2.743825,-0.06534711,-0.9179872,-0.1703462,0.3521524,18.60004
