Frame 00000 Rotation: X=0, Y=0, Z=0, W=1 
Frame 01150 Rotation: X=-0.03094013, Y=-0.8101732, Z=-0.04346632, W=0.5837575 
Frame 01151 Rotation: X=-0.03094622, Y=-0.8089052, Z=-0.04326967, W=0.5855275 
Frame 01152 Rotation: X=-0.03093077, Y=-0.8076177, Z=-0.04304615, W=0.5873193 
Frame 01153 Rotation: X=-0.03089364, Y=-0.8062689, Z=-0.04278973, W=0.5891902 
Frame 01154 Rotation: X=-0.03083651, Y=-0.8048736, Z=-0.04250569, W=0.5911183 
Frame 01155 Rotation: X=-0.03076197, Y=-0.8034437, Z=-0.04219984, W=0.5930861 
Frame 01156 Rotation: X=-0.03066664, Y=-0.8018845, Z=-0.04185499, W=0.5952218 
Frame 01157 Rotation: X=-0.03055274, Y=-0.800234, Z=-0.04148096, W=0.5974709 
Frame 01158 Rotation: X=-0.03042456, Y=-0.7985252, Z=-0.04108877, W=0.5997863 
Frame 01159 Rotation: X=-0.0302761, Y=-0.7967062, Z=-0.04066534, W=0.6022366 
Frame 01160 Rotation: X=-0.03010275, Y=-0.7947488, Z=-0.04020337, W=0.604857 
Frame 01161 Rotation: X=-0.02989873, Y=-0.7926224, Z=-0.03969451, W=0.6076843 
Frame 01162 Rotation: X=-0.02966484, Y=-0.7903644, Z=-0.03914696, W=0.610665 
Frame 01163 Rotation: X=-0.02940085, Y=-0.7879914, Z=-0.03856466, W=0.6137735 
Frame 01164 Rotation: X=-0.02909599, Y=-0.78543, Z=-0.03792917, W=0.6171017 
Frame 01165 Rotation: X=-0.02875458, Y=-0.7827376, Z=-0.03725465, W=0.6205699 
Frame 01166 Rotation: X=-0.02837575, Y=-0.7799214, Z=-0.03654296, W=0.6241651 
Frame 01167 Rotation: X=-0.02796625, Y=-0.7770386, Z=-0.03580887, W=0.627811 
Frame 01168 Rotation: X=-0.02749935, Y=-0.7739158, Z=-0.03500814, W=0.6317219 
Frame 01169 Rotation: X=-0.02698822, Y=-0.7706613, Z=-0.03416811, W=0.6357557 
Frame 01170 Rotation: X=-0.02644344, Y=-0.7673504, Z=-0.03330773, W=0.6398162 
Frame 01171 Rotation: X=-0.02584522, Y=-0.7638837, Z=-0.03239873, W=0.6440218 
Frame 01172 Rotation: X=-0.02520946, Y=-0.7603734, Z=-0.03146799, W=0.6482334 
Frame 01173 Rotation: X=-0.02454569, Y=-0.7568753, Z=-0.03052941, W=0.6523842 
Frame 01174 Rotation: X=-0.02384377, Y=-0.7533352, Z=-0.02956782, W=0.656539 
Frame 01175 Rotation: X=-0.02310691, Y=-0.7497684, Z=-0.02858726, W=0.6606787 
Frame 01176 Rotation: X=-0.02232685, Y=-0.7461417, Z=-0.02757685, W=0.6648411 
Frame 01177 Rotation: X=-0.021536, Y=-0.7425934, Z=-0.02657633, W=0.6688684 
Frame 01178 Rotation: X=-0.02071508, Y=-0.7390319, Z=-0.02555932, W=0.6728667 
Frame 01179 Rotation: X=-0.01985762, Y=-0.73542, Z=-0.02451615, W=0.6768767 
Frame 01180 Rotation: X=-0.0189924, Y=-0.731871, Z=-0.02347955, W=0.6807737 
Frame 01181 Rotation: X=-0.01812729, Y=-0.7284005, Z=-0.0224555, W=0.6845435 
Frame 01182 Rotation: X=-0.01729606, Y=-0.7251168, Z=-0.02147964, W=0.6880735 
Frame 01183 Rotation: X=-0.01647322, Y=-0.7218785, Z=-0.02051714, W=0.6915194 
Frame 01184 Rotation: X=-0.01570479, Y=-0.7188401, Z=-0.01961833, W=0.694721 
Frame 01185 Rotation: X=-0.01495228, Y=-0.7158223, Z=-0.01873497, W=0.697871 
Frame 01186 Rotation: X=-0.01424996, Y=-0.712934, Z=-0.0179042, W=0.7008577 
Frame 01187 Rotation: X=-0.0135924, Y=-0.7101175, Z=-0.01711614, W=0.7037439 
Frame 01188 Rotation: X=-0.01300194, Y=-0.7074479, Z=-0.01639564, W=0.7064557 
Frame 01189 Rotation: X=-0.01247264, Y=-0.7048727, Z=-0.01573333, W=0.7090496 
Frame 01190 Rotation: X=-0.01201662, Y=-0.7024364, Z=-0.01514351, W=0.711484 
Frame 01191 Rotation: X=-0.01163978, Y=-0.7001501, Z=-0.01463242, W=0.7137508 
Frame 01192 Rotation: X=-0.01132719, Y=-0.6979082, Z=-0.01417909, W=0.7159573 
Frame 01193 Rotation: X=-0.01108373, Y=-0.695711, Z=-0.01378837, W=0.7181039 
Frame 01194 Rotation: X=-0.01091593, Y=-0.6935843, Z=-0.01346853, W=0.7201669 
Frame 01195 Rotation: X=-0.01082132, Y=-0.6915025, Z=-0.01321588, W=0.7221721 
Frame 01196 Rotation: X=-0.01079841, Y=-0.6894526, Z=-0.01302837, W=0.7241331 
Frame 01197 Rotation: X=-0.01084198, Y=-0.687461, Z=-0.01290406, W=0.7260258 
Frame 01198 Rotation: X=-0.01094653, Y=-0.6854783, Z=-0.01283436, W=0.7278976 
Frame 01199 Rotation: X=-0.01110719, Y=-0.6834946, Z=-0.0128143, W=0.7297586 
Frame 01200 Rotation: X=-0.01131825, Y=-0.6814933, Z=-0.01283778, W=0.7316243 
Frame 01201 Rotation: X=-0.01132959, Y=-0.6813964, Z=-0.01283992, W=0.7317143 
Frame 01202 Rotation: X=-0.01185007, Y=-0.6773818, Z=-0.01297849, W=0.7354217 
Frame 01203 Rotation: X=-0.01215782, Y=-0.6753224, Z=-0.01308615, W=0.7373064 
Frame 01204 Rotation: X=-0.01248413, Y=-0.6731932, Z=-0.01320685, W=0.7392433 
Frame 01205 Rotation: X=-0.01281955, Y=-0.6709798, Z=-0.01333217, W=0.7412449 
Frame 01206 Rotation: X=-0.01314608, Y=-0.6687332, Z=-0.01345104, W=0.7432646 
Frame 01207 Rotation: X=-0.01345883, Y=-0.6664288, Z=-0.01355817, W=0.7453239 
Frame 01208 Rotation: X=-0.0137518, Y=-0.6640508, Z=-0.01364812, W=0.7474364 
Frame 01209 Rotation: X=-0.01401209, Y=-0.6616598, Z=-0.01371461, W=0.7495478 
Frame 01210 Rotation: X=-0.01423952, Y=-0.6591945, Z=-0.01375438, W=0.7517119 
Frame 01211 Rotation: X=-0.01442243, Y=-0.6567536, Z=-0.0137642, W=0.7538417 
Frame 01212 Rotation: X=-0.01456051, Y=-0.6543432, Z=-0.01374431, W=0.7559326 
Frame 01213 Rotation: X=-0.0146574, Y=-0.6518378, Z=-0.01369129, W=0.7580932 
Frame 01214 Rotation: X=-0.01470449, Y=-0.6493295, Z=-0.01360373, W=0.7602434 
Frame 01215 Rotation: X=-0.01470129, Y=-0.6468701, Z=-0.01348385, W=0.7623393 
Frame 01216 Rotation: X=-0.01465003, Y=-0.6444966, Z=-0.01333493, W=0.7643505 
Frame 01217 Rotation: X=-0.01455257, Y=-0.6421568, Z=-0.01315562, W=0.7663223 
Frame 01218 Rotation: X=-0.01441575, Y=-0.6398957, Z=-0.01295262, W=0.7682174 
Frame 01219 Rotation: X=-0.01423688, Y=-0.6376178, Z=-0.01271917, W=0.7701163 
Frame 01220 Rotation: X=-0.0140272, Y=-0.6354309, Z=-0.01246784, W=0.7719296 
Frame 01221 Rotation: X=-0.01379496, Y=-0.6333507, Z=-0.01220465, W=0.7736457 
Frame 01222 Rotation: X=-0.01355697, Y=-0.631471, Z=-0.01194554, W=0.7751889 
Frame 01223 Rotation: X=-0.01330848, Y=-0.6297039, Z=-0.01168258, W=0.7766333 
Frame 01224 Rotation: X=-0.01304893, Y=-0.6280124, Z=-0.01141303, W=0.7780102 
Frame 01225 Rotation: X=-0.01280474, Y=-0.6265231, Z=-0.01116171, W=0.7792178 
Frame 01226 Rotation: X=-0.01256794, Y=-0.6251574, Z=-0.01091886, W=0.7803211 
Frame 01227 Rotation: X=-0.01235016, Y=-0.6239438, Z=-0.01069415, W=0.7812985 
Frame 01228 Rotation: X=-0.01215388, Y=-0.6228672, Z=-0.01048854, W=0.7821629 
Frame 01229 Rotation: X=-0.01198492, Y=-0.6219409, Z=-0.0103072, W=0.7829046 
Frame 01230 Rotation: X=-0.01184833, Y=-0.621181, Z=-0.01015532, W=0.7835118 
Frame 01231 Rotation: X=-0.01174001, Y=-0.6205568, Z=-0.0100285, W=0.7840095 
Frame 01232 Rotation: X=-0.01166099, Y=-0.620069, Z=-0.009928113, W=0.7843979 
Frame 01233 Rotation: X=-0.01160737, Y=-0.6196901, Z=-0.009849397, W=0.7846989 
Frame 01234 Rotation: X=-0.01158148, Y=-0.6194355, Z=-0.009795965, W=0.784901 
Frame 01235 Rotation: X=-0.01158019, Y=-0.6192972, Z=-0.009766555, W=0.7850105 
Frame 01236 Rotation: X=-0.01159885, Y=-0.6192514, Z=-0.009756012, W=0.7850465 
Frame 01237 Rotation: X=-0.01163277, Y=-0.6192848, Z=-0.009761068, W=0.7850196 
Frame 01238 Rotation: X=-0.011683, Y=-0.6193935, Z=-0.009779874, W=0.7849329 
Frame 01239 Rotation: X=-0.0117402, Y=-0.6195565, Z=-0.009807096, W=0.784803 
Frame 01240 Rotation: X=-0.01179677, Y=-0.6197497, Z=-0.009836396, W=0.7846493 
Frame 01241 Rotation: X=-0.01184742, Y=-0.6199678, Z=-0.009862224, W=0.7844757 
Frame 01242 Rotation: X=-0.01188095, Y=-0.6201974, Z=-0.009875426, W=0.7842937 
Frame 01243 Rotation: X=-0.01189302, Y=-0.6204283, Z=-0.009872261, W=0.7841109 
Frame 01244 Rotation: X=-0.01187502, Y=-0.6206536, Z=-0.009845419, W=0.7839332 
Frame 01245 Rotation: X=-0.01181917, Y=-0.6208678, Z=-0.009788303, W=0.7837651 
Frame 01246 Rotation: X=-0.01172203, Y=-0.6210554, Z=-0.009698544, W=0.7836191 
Frame 01247 Rotation: X=-0.01158124, Y=-0.6212153, Z=-0.009574004, W=0.7834959 
Frame 01248 Rotation: X=-0.01138904, Y=-0.6213465, Z=-0.009408263, W=0.7833967 
Frame 01249 Rotation: X=-0.01114883, Y=-0.6214429, Z=-0.009204444, W=0.7833261 
Frame 01250 Rotation: X=-0.01085236, Y=-0.6215037, Z=-0.008955866, W=0.7832849 
Frame 01251 Rotation: X=-0.01048119, Y=-0.621528, Z=-0.008647535, W=0.7832741 
Frame 01252 Rotation: X=-0.01007176, Y=-0.6215152, Z=-0.008309935, W=0.7832933 
Frame 01253 Rotation: X=-0.009596443, Y=-0.6214708, Z=-0.007920336, W=0.7833385 
Frame 01254 Rotation: X=-0.009095351, Y=-0.6214044, Z=-0.007511594, W=0.7834013 
Frame 01255 Rotation: X=-0.008550752, Y=-0.621319, Z=-0.007069097, W=0.7834792 
Frame 01256 Rotation: X=-0.007976168, Y=-0.6212211, Z=-0.006603758, W=0.783567 
Frame 01257 Rotation: X=-0.007366109, Y=-0.6211149, Z=-0.006110962, W=0.7836611 
Frame 01258 Rotation: X=-0.006750543, Y=-0.62101, Z=-0.005614683, W=0.7837535 
Frame 01259 Rotation: X=-0.006109345, Y=-0.6209066, Z=-0.005098483, W=0.7838442 
Frame 01260 Rotation: X=-0.005468693, Y=-0.6208138, Z=-0.004583143, W=0.7839257 
Frame 01261 Rotation: X=-0.004833177, Y=-0.6207369, Z=-0.004072048, W=0.7839935 
Frame 01262 Rotation: X=-0.004183423, Y=-0.6206789, Z=-0.003549309, W=0.7840456 
Frame 01263 Rotation: X=-0.003570365, Y=-0.6206483, Z=-0.003055642, W=0.784075 
Frame 01264 Rotation: X=-0.002983466, Y=-0.6206496, Z=-0.002582263, W=0.7840782 
Frame 01265 Rotation: X=-0.002411701, Y=-0.6206861, Z=-0.002120106, W=0.7840526 
Frame 01266 Rotation: X=-0.001878544, Y=-0.6207597, Z=-0.001688031, W=0.7839969 
Frame 01267 Rotation: X=-0.001383264, Y=-0.6208714, Z=-0.001285436, W=0.7839102 
Frame 01268 Rotation: X=-0.0009360884, Y=-0.6210194, Z=-0.0009206877, W=0.7837941 
Frame 01269 Rotation: X=-0.0005415419, Y=-0.6211994, Z=-0.0005976398, W=0.7836521 
Frame 01270 Rotation: X=-0.0001903481, Y=-0.6214127, Z=-0.0003088761, W=0.7834833 
Frame 01271 Rotation: X=0.0001073638, Y=-0.6216484, Z=-6.292912E-05, W=0.7832964 
Frame 01272 Rotation: X=0.000357659, Y=-0.6219032, Z=0.0001449409, W=0.783094 
Frame 01273 Rotation: X=0.0005669432, Y=-0.6221768, Z=0.0003198378, W=0.7828766 
Frame 01274 Rotation: X=0.0007385581, Y=-0.6224661, Z=0.0004643607, W=0.7826464 
Frame 01275 Rotation: X=0.0008671589, Y=-0.6227569, Z=0.0005738752, W=0.7824147 
Frame 01276 Rotation: X=0.0009585363, Y=-0.6230452, Z=0.0006530483, W=0.782185 
Frame 01277 Rotation: X=0.001010933, Y=-0.6233279, Z=0.0007004255, W=0.7819597 
Frame 01278 Rotation: X=0.001025264, Y=-0.6236026, Z=0.0007167872, W=0.7817406 
Frame 01279 Rotation: X=0.001001152, Y=-0.6238593, Z=0.0007017545, W=0.7815357 
Frame 01280 Rotation: X=0.0009425732, Y=-0.6240886, Z=0.0006585105, W=0.7813527 
Frame 01281 Rotation: X=0.0008537105, Y=-0.6242903, Z=0.0005906353, W=0.7811918 
Frame 01282 Rotation: X=0.0007393879, Y=-0.624457, Z=0.0005021231, W=0.7810587 
Frame 01283 Rotation: X=0.0006029456, Y=-0.6245866, Z=0.0003958165, W=0.7809553 
Frame 01284 Rotation: X=0.0004548286, Y=-0.624669, Z=0.0002802151, W=0.7808896 
Frame 01285 Rotation: X=0.0003116444, Y=-0.6246991, Z=0.0001685697, W=0.7808655 
Frame 01286 Rotation: X=0.0001592575, Y=-0.6246752, Z=5.012674E-05, W=0.7808847 
Frame 01287 Rotation: X=2.825305E-05, Y=-0.6245899, Z=-5.106602E-05, W=0.7809529 
Frame 01288 Rotation: X=-7.553342E-05, Y=-0.6244456, Z=-0.0001304408, W=0.7810683 
Frame 01289 Rotation: X=-0.000146546, Y=-0.6242395, Z=-0.0001837104, W=0.781233 
Frame 01290 Rotation: X=-0.0001489666, Y=-0.6242282, Z=-0.0001854868, W=0.7812421 
Frame 01291 Rotation: X=-0.0001819984, Y=-0.6236604, Z=-0.0002063871, W=0.7816953 
Frame 01292 Rotation: X=-0.000110626, Y=-0.6232701, Z=-0.0001484921, W=0.7820066 
Frame 01293 Rotation: X=2.311961E-05, Y=-0.6228197, Z=-4.275572E-05, W=0.7823655 
Frame 01294 Rotation: X=0.0002332893, Y=-0.6222969, Z=0.0001211647, W=0.7827812 
Frame 01295 Rotation: X=0.0005311546, Y=-0.6217064, Z=0.0003511968, W=0.7832501 
Frame 01296 Rotation: X=0.0008989069, Y=-0.6210946, Z=0.0006329758, W=0.7837348 
Frame 01297 Rotation: X=0.001379009, Y=-0.6204068, Z=0.0009982873, W=0.7842784 
Frame 01298 Rotation: X=0.001973163, Y=-0.6196632, Z=0.00144747, W=0.784864 
Frame 01299 Rotation: X=0.002663744, Y=-0.618896, Z=0.001966388, W=0.785466 
Frame 01300 Rotation: X=0.003486224, Y=-0.6180732, Z=0.002580726, W=0.7861086 
Frame 01301 Rotation: X=0.00352902, Y=-0.6180326, Z=0.002612591, W=0.7861403 
Frame 01302 Rotation: X=0.005442682, Y=-0.6163335, Z=0.004029344, W=0.7874562 
Frame 01303 Rotation: X=0.006650532, Y=-0.6153856, Z=0.004915516, W=0.7881829 
Frame 01304 Rotation: X=0.007973536, Y=-0.614412, Z=0.005880258, W=0.7889233 
Frame 01305 Rotation: X=0.009445149, Y=-0.6133873, Z=0.006946871, W=0.7896953 
Frame 01306 Rotation: X=0.01109591, Y=-0.6122931, Z=0.008135817, W=0.7905112 
Frame 01307 Rotation: X=0.01290158, Y=-0.6111492, Z=0.009428008, W=0.7913541 
Frame 01308 Rotation: X=0.01477684, Y=-0.6100054, Z=0.0107614, W=0.7921864 
Frame 01309 Rotation: X=0.01676534, Y=-0.6088331, Z=0.01216637, W=0.7930279 
Frame 01310 Rotation: X=0.01889665, Y=-0.6076132, Z=0.0136626, W=0.7938907 
Frame 01311 Rotation: X=0.02123651, Y=-0.606309, Z=0.01529425, W=0.7947984 
Frame 01312 Rotation: X=0.02367442, Y=-0.6049795, Z=0.01698195, W=0.7957078 
Frame 01313 Rotation: X=0.02630909, Y=-0.6035669, Z=0.01879169, W=0.7966565 
Frame 01314 Rotation: X=0.0289671, Y=-0.6021588, Z=0.02060223, W=0.7975847 
Frame 01315 Rotation: X=0.03180946, Y=-0.6006654, Z=0.02252147, W=0.79855 
Frame 01316 Rotation: X=0.03482369, Y=-0.5990946, Z=0.02453824, W=0.7995441 
Frame 01317 Rotation: X=0.03802719, Y=-0.597432, Z=0.02666056, W=0.8005736 
Frame 01318 Rotation: X=0.04133764, Y=-0.5957184, Z=0.02883128, W=0.8016106 
Frame 01319 Rotation: X=0.04477001, Y=-0.5939425, Z=0.03105794, W=0.8026602 
Frame 01320 Rotation: X=0.04824996, Y=-0.5921402, Z=0.03329074, W=0.8037 
Frame 01321 Rotation: X=0.05183621, Y=-0.5902791, Z=0.03556613, W=0.8047476 
Frame 01322 Rotation: X=0.05572553, Y=-0.5882567, Z=0.03800547, W=0.8058563 
Frame 01323 Rotation: X=0.05956089, Y=-0.5862582, Z=0.04038214, W=0.806922 
Frame 01324 Rotation: X=0.06360819, Y=-0.5841458, Z=0.04285977, W=0.8080166 
Frame 01325 Rotation: X=0.06782104, Y=-0.5819452, Z=0.0454066, W=0.8091219 
Frame 01326 Rotation: X=0.07230809, Y=-0.5795997, Z=0.04808369, W=0.8102615 
Frame 01327 Rotation: X=0.0767464, Y=-0.5772815, Z=0.05069743, W=0.8113482 
Frame 01328 Rotation: X=0.08154231, Y=-0.5747804, Z=0.05348542, W=0.8124762 
Frame 01329 Rotation: X=0.08631743, Y=-0.5722957, Z=0.05622484, W=0.8135513 
Frame 01330 Rotation: X=0.09125401, Y=-0.5697346, Z=0.05902072, W=0.8146114 
Frame 01331 Rotation: X=0.09640383, Y=-0.5670754, Z=0.06190163, W=0.8156592 
Frame 01332 Rotation: X=0.1017852, Y=-0.5643128, Z=0.06487557, W=0.8166897 
Frame 01333 Rotation: X=0.1072939, Y=-0.5615048, Z=0.06788487, W=0.8176748 
Frame 01334 Rotation: X=0.1128053, Y=-0.5587206, Z=0.07086491, W=0.8185869 
Frame 01335 Rotation: X=0.1186535, Y=-0.5557982, Z=0.07399811, W=0.8194718 
Frame 01336 Rotation: X=0.1245687, Y=-0.5528814, Z=0.07714097, W=0.8202769 
Frame 01337 Rotation: X=0.1304546, Y=-0.5500227, Z=0.08024633, W=0.8209855 
Frame 01338 Rotation: X=0.1365582, Y=-0.5471059, Z=0.08344763, W=0.8216226 
Frame 01339 Rotation: X=0.1427186, Y=-0.5442129, Z=0.08666296, W=0.8221638 
Frame 01340 Rotation: X=0.1490842, Y=-0.5412782, Z=0.08997262, W=0.8226158 
Frame 01341 Rotation: X=0.1557643, Y=-0.5382579, Z=0.09343609, W=0.8229736 
Frame 01342 Rotation: X=0.1623106, Y=-0.5353571, Z=0.0968242, W=0.8232091 
Frame 01343 Rotation: X=0.1690506, Y=-0.5324296, Z=0.1003103, W=0.8233337 
Frame 01344 Rotation: X=0.1760191, Y=-0.5294659, Z=0.1039163, W=0.8233375 
Frame 01345 Rotation: X=0.1828209, Y=-0.526632, Z=0.1074413, W=0.8232203 
Frame 01346 Rotation: X=0.1896516, Y=-0.5238444, Z=0.1109905, W=0.8229827 
Frame 01347 Rotation: X=0.1968025, Y=-0.5209875, Z=0.11472, W=0.8226057 
Frame 01348 Rotation: X=0.2037891, Y=-0.5182576, Z=0.1183812, W=0.8221101 
Frame 01349 Rotation: X=0.2109573, Y=-0.5155163, Z=0.1221581, W=0.8214727 
Frame 01350 Rotation: X=0.2180257, Y=-0.5128713, Z=0.1259055, W=0.8207165 
Frame 01351 Rotation: X=0.225195, Y=-0.5102437, Z=0.1297311, W=0.8198223 
Frame 01352 Rotation: X=0.2323519, Y=-0.5076731, Z=0.1335762, W=0.8188028 
Frame 01353 Rotation: X=0.2394353, Y=-0.505175, Z=0.1374072, W=0.8176724 
Frame 01354 Rotation: X=0.2467494, Y=-0.5026375, Z=0.1413879, W=0.8163822 
Frame 01355 Rotation: X=0.2537889, Y=-0.5002288, Z=0.1452405, W=0.815026 
Frame 01356 Rotation: X=0.2610917, Y=-0.4977557, Z=0.1492545, W=0.8135069 
Frame 01357 Rotation: X=0.2681105, Y=-0.4953934, Z=0.153123, W=0.8119455 
Frame 01358 Rotation: X=0.2751601, Y=-0.4930238, Z=0.1570107, W=0.8102853 
Frame 01359 Rotation: X=0.2822517, Y=-0.490637, Z=0.1609198, W=0.8085259 
Frame 01360 Rotation: X=0.2896064, Y=-0.4881533, Z=0.1649685, W=0.8066102 
Frame 01361 Rotation: X=0.2968452, Y=-0.4856952, Z=0.1689434, W=0.8046373 
Frame 01362 Rotation: X=0.3041285, Y=-0.483202, Z=0.1729273, W=0.8025695 
Frame 01363 Rotation: X=0.3112173, Y=-0.4807494, Z=0.1767839, W=0.8004819 
Frame 01364 Rotation: X=0.3183717, Y=-0.4782406, Z=0.1806482, W=0.7983055 
Frame 01365 Rotation: X=0.3257068, Y=-0.4756242, Z=0.1845704, W=0.7960091 
Frame 01366 Rotation: X=0.3329523, Y=-0.472986, Z=0.1883951, W=0.7936841 
Frame 01367 Rotation: X=0.3402467, Y=-0.4702636, Z=0.192181, W=0.791297 
Frame 01368 Rotation: X=0.3475986, Y=-0.4674385, Z=0.1959137, W=0.7888564 
Frame 01369 Rotation: X=0.3552122, Y=-0.4644104, Z=0.19967, W=0.7863073 
Frame 01370 Rotation: X=0.3626056, Y=-0.461354, Z=0.2031878, W=0.7838268 
Frame 01371 Rotation: X=0.3702754, Y=-0.4580447, Z=0.2066764, W=0.7812657 
Frame 01372 Rotation: X=0.3781764, Y=-0.4544654, Z=0.2100642, W=0.7786635 
Frame 01373 Rotation: X=0.3858384, Y=-0.4508048, Z=0.2131109, W=0.7762007 
Frame 01374 Rotation: X=0.3939183, Y=-0.4467129, Z=0.2160237, W=0.7736987 
Frame 01375 Rotation: X=0.4018457, Y=-0.4424309, Z=0.2185226, W=0.7713773 
Frame 01376 Rotation: X=0.4101418, Y=-0.4376247, Z=0.220691, W=0.7691319 
Frame 01377 Rotation: X=0.4186703, Y=-0.4322835, Z=0.2223569, W=0.7670746 
Frame 01378 Rotation: X=0.4273787, Y=-0.4263524, Z=0.2233763, W=0.7652935 
Frame 01379 Rotation: X=0.4359854, Y=-0.4199512, Z=0.2236058, W=0.7639098 
Frame 01380 Rotation: X=0.4448426, Y=-0.412742, Z=0.2229448, W=0.7629251 
Frame 01381 Rotation: X=0.4543676, Y=-0.4042246, Z=0.2211407, W=0.7623971 
Frame 01382 Rotation: X=0.4642524, Y=-0.3944993, Z=0.2180254, W=0.7624336 
Frame 01383 Rotation: X=0.4740298, Y=-0.3839572, Z=0.213689, W=0.7630267 
Frame 01384 Rotation: X=0.4844078, Y=-0.3717475, Z=0.2077559, W=0.7641927 
Frame 01385 Rotation: X=0.4946769, Y=-0.3586262, Z=0.2006005, W=0.7657948 
Frame 01386 Rotation: X=0.5050895, Y=-0.344259, Z=0.1921113, W=0.7677653 
Frame 01387 Rotation: X=0.5151594, Y=-0.3293465, Z=0.1827975, W=0.7698875 
Frame 01388 Rotation: X=0.5247937, Y=-0.3141321, Z=0.1729304, W=0.7720154 
Frame 01389 Rotation: X=0.5340475, Y=-0.2986405, Z=0.1626292, W=0.7740535 
Frame 01390 Rotation: X=0.5427676, Y=-0.283242, Z=0.1522219, W=0.7758903 
Frame 01391 Rotation: X=0.5512797, Y=-0.2674531, Z=0.1414476, W=0.7775294 
Frame 01392 Rotation: X=0.5590087, Y=-0.2524558, Z=0.1311642, W=0.7788269 
Frame 01393 Rotation: X=0.5664672, Y=-0.2373583, Z=0.1207949, W=0.7798619 
Frame 01394 Rotation: X=0.573485, Y=-0.2225451, Z=0.1106214, W=0.7806098 
Frame 01395 Rotation: X=0.5797617, Y=-0.2087511, Z=0.1011608, W=0.7810671 
Frame 01396 Rotation: X=0.5857953, Y=-0.1949548, Z=0.09171927, W=0.7812964 
Frame 01397 Rotation: X=0.5913527, Y=-0.1817285, Z=0.08269183, W=0.7813058 
Frame 01398 Rotation: X=0.59638, Y=-0.1692781, Z=0.07421746, W=0.7811323 
Frame 01399 Rotation: X=0.6011207, Y=-0.1570548, Z=0.06591844, W=0.7807961 
Frame 01400 Rotation: X=0.6054289, Y=-0.1454643, Z=0.05806186, W=0.7803363 
Frame 01401 Rotation: X=0.6056377, Y=-0.1448895, Z=0.05767244, W=0.7803102 
Frame 01402 Rotation: X=0.6132496, Y=-0.1230398, Z=0.04288704, W=0.779068 
Frame 01403 Rotation: X=0.6166897, Y=-0.1123586, Z=0.03563707, W=0.7783312 
Frame 01404 Rotation: X=0.6198317, Y=-0.1020482, Z=0.02861643, W=0.7775449 
Frame 01405 Rotation: X=0.6228275, Y=-0.09160271, Z=0.02147083, W=0.7766813 
Frame 01406 Rotation: X=0.6254862, Y=-0.08173884, Z=0.01469699, W=0.7758027 
Frame 01407 Rotation: X=0.6279649, Y=-0.07197859, Z=0.007982234, W=0.7748649 
Frame 01408 Rotation: X=0.6302751, Y=-0.06233465, Z=0.001347015, W=0.7738643 
Frame 01409 Rotation: X=0.6323819, Y=-0.05303628, Z=-0.005039913, W=0.7728227 
Frame 01410 Rotation: X=0.6342663, Y=-0.04428963, Z=-0.01102719, W=0.7717663 
Frame 01411 Rotation: X=0.6360184, Y=-0.03578529, Z=-0.0168183, W=0.7706602 
Frame 01412 Rotation: X=0.6375645, Y=-0.02800856, Z=-0.02207478, W=0.7695711 
Frame 01413 Rotation: X=0.6390439, Y=-0.02038475, Z=-0.02717662, W=0.7684197 
Frame 01414 Rotation: X=0.640357, Y=-0.01354503, Z=-0.03169339, W=0.7673038 
Frame 01415 Rotation: X=0.6415727, Y=-0.007258381, Z=-0.03577358, W=0.7661932 
Frame 01416 Rotation: X=0.6427262, Y=-0.001481781, Z=-0.03942775, W=0.7650793 
Frame 01417 Rotation: X=0.6438578, Y=0.003796504, Z=-0.04262317, W=0.7639477 
Frame 01418 Rotation: X=0.6448923, Y=0.00810778, Z=-0.04505225, W=0.7629014 
Frame 01419 Rotation: X=0.6459224, Y=0.01171257, Z=-0.04683493, W=0.761875 
Frame 01420 Rotation: X=0.6468776, Y=0.0143195, Z=-0.04781626, W=0.7609586 
Frame 01421 Rotation: X=0.6478394, Y=0.01611559, Z=-0.04805584, W=0.7600888 
Frame 01422 Rotation: X=0.648739, Y=0.01696576, Z=-0.04753333, W=0.7593356 
Frame 01423 Rotation: X=0.6496303, Y=0.01695, Z=-0.04624238, W=0.7586533 
Frame 01424 Rotation: X=0.6504659, Y=0.0160968, Z=-0.04427385, W=0.7580732 
Frame 01425 Rotation: X=0.6512846, Y=0.01438727, Z=-0.04154987, W=0.7575586 
Frame 01426 Rotation: X=0.6520311, Y=0.01196741, Z=-0.0382747, W=0.757131 
Frame 01427 Rotation: X=0.6527351, Y=0.008778066, Z=-0.03434471, W=0.7567565 
Frame 01428 Rotation: X=0.6533732, Y=0.004944385, Z=-0.02989844, W=0.7564291 
Frame 01429 Rotation: X=0.6539419, Y=0.0005086241, Z=-0.02497197, W=0.7561324 
Frame 01430 Rotation: X=0.6544403, Y=-0.004536578, Z=-0.01954984, W=0.7558473 
Frame 01431 Rotation: X=0.6548671, Y=-0.01022983, Z=-0.01358629, W=0.7555526 
Frame 01432 Rotation: X=0.6552169, Y=-0.01665344, Z=-0.006998554, W=0.7552248 
Frame 01433 Rotation: X=0.6554669, Y=-0.02349026, Z=-0.0001074476, W=0.7548585 
Frame 01434 Rotation: X=0.6556219, Y=-0.03099525, Z=0.007350782, W=0.7544171 
