Frame 00000 Position: X=0, Y=0, Z=0 
Frame 01615 Position: X=-8.624972, Y=2.87222, Z=23.40793 
Frame 01616 Position: X=-8.631166, Y=2.896206, Z=23.33255 
Frame 01617 Position: X=-8.639923, Y=2.920505, Z=23.25187 
Frame 01618 Position: X=-8.649282, Y=2.941297, Z=23.17988 
Frame 01619 Position: X=-8.662891, Y=2.966699, Z=23.08889 
Frame 01620 Position: X=-8.675577, Y=2.987324, Z=23.01306 
Frame 01621 Position: X=-8.693439, Y=3.013272, Z=22.91583 
Frame 01622 Position: X=-8.711364, Y=3.036881, Z=22.82622 
Frame 01623 Position: X=-8.731134, Y=3.060987, Z=22.7342 
Frame 01624 Position: X=-8.749777, Y=3.082369, Z=22.65259 
Frame 01625 Position: X=-8.7745, Y=3.109247, Z=22.55061 
Frame 01626 Position: X=-8.799011, Y=3.134665, Z=22.45537 
Frame 01627 Position: X=-8.821632, Y=3.157314, Z=22.37191 
Frame 01628 Position: X=-8.847592, Y=3.182592, Z=22.28076 
Frame 01629 Position: X=-8.877687, Y=3.211198, Z=22.18065 
Frame 01630 Position: X=-8.906861, Y=3.238431, Z=22.08882 
Frame 01631 Position: X=-8.935134, Y=3.264521, Z=22.00437 
Frame 01632 Position: X=-8.963276, Y=3.290323, Z=21.92454 
Frame 01633 Position: X=-8.996933, Y=3.321114, Z=21.83439 
Frame 01634 Position: X=-9.02879, Y=3.350327, Z=21.75429 
Frame 01635 Position: X=-9.05925, Y=3.378437, Z=21.68239 
Frame 01636 Position: X=-9.08874, Y=3.405913, Z=21.61717 
Frame 01637 Position: X=-9.12428, Y=3.439491, Z=21.54437 
Frame 01638 Position: X=-9.155906, Y=3.46982, Z=21.48545 
Frame 01639 Position: X=-9.189545, Y=3.502057, Z=21.43046 
Frame 01640 Position: X=-9.227174, Y=3.537984, Z=21.37671 
Frame 01641 Position: X=-9.261147, Y=3.570279, Z=21.33385 
Frame 01642 Position: X=-9.304076, Y=3.610872, Z=21.28581 
Frame 01643 Position: X=-9.345273, Y=3.649579, Z=21.24488 
Frame 01644 Position: X=-9.382589, Y=3.684414, Z=21.21129 
Frame 01645 Position: X=-9.429257, Y=3.72765, Z=21.17299 
Frame 01646 Position: X=-9.472944, Y=3.767771, Z=21.14005 
Frame 01647 Position: X=-9.515286, Y=3.806308, Z=21.11014 
Frame 01648 Position: X=-9.559975, Y=3.84658, Z=21.08013 
Frame 01649 Position: X=-9.605238, Y=3.886924, Z=21.05079 
Frame 01650 Position: X=-9.648266, Y=3.924828, Z=21.0234 
Frame 01651 Position: X=-9.698745, Y=3.968698, Z=20.99128 
Frame 01652 Position: X=-9.740435, Y=4.004403, Z=20.96433 
Frame 01653 Position: X=-9.791029, Y=4.047043, Z=20.93051 
Frame 01654 Position: X=-9.838083, Y=4.085958, Z=20.8974 
Frame 01655 Position: X=-9.883535, Y=4.122805, Z=20.86334 
Frame 01656 Position: X=-9.926143, Y=4.156617, Z=20.82907 
Frame 01657 Position: X=-9.973319, Y=4.193149, Z=20.78785 
Frame 01658 Position: X=-10.01333, Y=4.22331, Z=20.74962 
Frame 01659 Position: X=-10.06132, Y=4.258363, Z=20.69904 
Frame 01660 Position: X=-10.10383, Y=4.288268, Z=20.64908 
Frame 01661 Position: X=-10.14159, Y=4.313784, Z=20.60005 
Frame 01662 Position: X=-10.18993, Y=4.344134, Z=20.53602 
Frame 01663 Position: X=-10.2377, Y=4.371886, Z=20.4732 
Frame 01664 Position: X=-10.28733, Y=4.398942, Z=20.40802 
Frame 01665 Position: X=-10.33947, Y=4.425832, Z=20.33932 
Frame 01666 Position: X=-10.39257, Y=4.451926, Z=20.2688 
Frame 01667 Position: X=-10.44602, Y=4.477114, Z=20.19701 
Frame 01668 Position: X=-10.50034, Y=4.501795, Z=20.12291 
Frame 01669 Position: X=-10.55506, Y=4.525872, Z=20.04682 
Frame 01670 Position: X=-10.60689, Y=4.548068, Z=19.97308 
Frame 01671 Position: X=-10.65649, Y=4.568839, Z=19.90063 
Frame 01672 Position: X=-10.7135, Y=4.59225, Z=19.81455 
Frame 01673 Position: X=-10.7617, Y=4.61173, Z=19.73884 
Frame 01674 Position: X=-10.81248, Y=4.63203, Z=19.65534 
Frame 01675 Position: X=-10.85882, Y=4.650443, Z=19.57476 
Frame 01676 Position: X=-10.90184, Y=4.66754, Z=19.49486 
Frame 01677 Position: X=-10.93593, Y=4.681172, Z=19.42676 
Frame 01678 Position: X=-10.97466, Y=4.696917, Z=19.34178 
Frame 01679 Position: X=-11.00529, Y=4.709759, Z=19.26563 
Frame 01680 Position: X=-11.02822, Y=4.719839, Z=19.19965 
Frame 01681 Position: X=-11.04857, Y=4.729489, Z=19.12877 
Frame 01682 Position: X=-11.06334, Y=4.737553, Z=19.06005 
Frame 01683 Position: X=-11.07278, Y=4.744633, Z=18.9859 
Frame 01684 Position: X=-11.07436, Y=4.749199, Z=18.92151 
Frame 01685 Position: X=-11.06984, Y=4.752011, Z=18.8648 
Frame 01686 Position: X=-11.05707, Y=4.753996, Z=18.79638 
Frame 01687 Position: X=-11.0387, Y=4.754423, Z=18.73403 
Frame 01688 Position: X=-11.01509, Y=4.753541, Z=18.67372 
Frame 01689 Position: X=-10.98578, Y=4.751326, Z=18.61304 
Frame 01690 Position: X=-10.95611, Y=4.748296, Z=18.56052 
Frame 01691 Position: X=-10.91671, Y=4.743411, Z=18.49927 
Frame 01692 Position: X=-10.87303, Y=4.737107, Z=18.43881 
Frame 01693 Position: X=-10.82729, Y=4.729676, Z=18.38122 
Frame 01694 Position: X=-10.77812, Y=4.720851, Z=18.32401 
Frame 01695 Position: X=-10.72935, Y=4.711302, Z=18.27082 
Frame 01696 Position: X=-10.68274, Y=4.701456, Z=18.22252 
Frame 01697 Position: X=-10.61978, Y=4.687045, Z=18.16032 
Frame 01698 Position: X=-10.56377, Y=4.673118, Z=18.10722 
Frame 01699 Position: X=-10.51292, Y=4.659522, Z=18.06038 
Frame 01700 Position: X=-10.457, Y=4.643441, Z=18.00997 
Frame 01701 Position: X=-10.39798, Y=4.625057, Z=17.95763 
Frame 01702 Position: X=-10.34009, Y=4.60543, Z=17.90673 
Frame 01703 Position: X=-10.28512, Y=4.585097, Z=17.85842 
Frame 01704 Position: X=-10.23195, Y=4.563573, Z=17.81136 
Frame 01705 Position: X=-10.18555, Y=4.542988, Z=17.76965 
Frame 01706 Position: X=-10.13766, Y=4.519567, Z=17.72555 
Frame 01707 Position: X=-10.08738, Y=4.491934, Z=17.67746 
Frame 01708 Position: X=-10.04341, Y=4.464071, Z=17.63449 
Frame 01709 Position: X=-10.00561, Y=4.436683, Z=17.59876 
Frame 01710 Position: X=-9.958111, Y=4.398161, Z=17.55549 
Frame 01711 Position: X=-9.915146, Y=4.359775, Z=17.51782 
Frame 01712 Position: X=-9.871355, Y=4.317626, Z=17.4808 
Frame 01713 Position: X=-9.828785, Y=4.27415, Z=17.44607 
Frame 01714 Position: X=-9.785789, Y=4.22817, Z=17.41214 
Frame 01715 Position: X=-9.742398, Y=4.180107, Z=17.37901 
Frame 01716 Position: X=-9.698745, Y=4.130535, Z=17.34669 
Frame 01717 Position: X=-9.657291, Y=4.082757, Z=17.31687 
Frame 01718 Position: X=-9.617538, Y=4.036669, Z=17.28897 
Frame 01719 Position: X=-9.569674, Y=3.981323, Z=17.25619 
Frame 01720 Position: X=-9.527822, Y=3.933495, Z=17.22815 
Frame 01721 Position: X=-9.486662, Y=3.887357, Z=17.20105 
Frame 01722 Position: X=-9.437859, Y=3.834289, Z=17.16943 
Frame 01723 Position: X=-9.396457, Y=3.791048, Z=17.14293 
Frame 01724 Position: X=-9.351882, Y=3.746699, Z=17.11465 
Frame 01725 Position: X=-9.306724, Y=3.70447, Z=17.08615 
Frame 01726 Position: X=-9.258528, Y=3.662793, Z=17.05582 
Frame 01727 Position: X=-9.212658, Y=3.626732, Z=17.02693 
Frame 01728 Position: X=-9.166002, Y=3.593976, Z=16.99742 
Frame 01729 Position: X=-9.118356, Y=3.564904, Z=16.96708 
Frame 01730 Position: X=-9.069785, Y=3.540096, Z=16.93584 
Frame 01731 Position: X=-9.020851, Y=3.520016, Z=16.90416 
Frame 01732 Position: X=-8.971335, Y=3.5036, Z=16.87258 
Frame 01733 Position: X=-8.921165, Y=3.490464, Z=16.84109 
Frame 01734 Position: X=-8.869917, Y=3.480295, Z=16.80941 
Frame 01735 Position: X=-8.821738, Y=3.473407, Z=16.78002 
Frame 01736 Position: X=-8.767662, Y=3.468414, Z=16.74742 
Frame 01737 Position: X=-8.715031, Y=3.466009, Z=16.71606 
Frame 01738 Position: X=-8.662449, Y=3.465719, Z=16.68504 
Frame 01739 Position: X=-8.60874, Y=3.467311, Z=16.65363 
Frame 01740 Position: X=-8.555354, Y=3.470507, Z=16.62264 
Frame 01741 Position: X=-8.501451, Y=3.4751, Z=16.59155 
Frame 01742 Position: X=-8.453485, Y=3.480135, Z=16.56403 
Frame 01743 Position: X=-8.394445, Y=3.487292, Z=16.53029 
Frame 01744 Position: X=-8.343791, Y=3.494052, Z=16.50144 
Frame 01745 Position: X=-8.287281, Y=3.50202, Z=16.46931 
Frame 01746 Position: X=-8.232587, Y=3.50992, Z=16.43824 
Frame 01747 Position: X=-8.177748, Y=3.517785, Z=16.40709 
Frame 01748 Position: X=-8.123676, Y=3.525249, Z=16.37632 
Frame 01749 Position: X=-8.074911, Y=3.531541, Z=16.34851 
Frame 01750 Position: X=-8.019447, Y=3.537959, Z=16.31677 
Frame 01751 Position: X=-7.963261, Y=3.543402, Z=16.28447 
Frame 01752 Position: X=-7.909599, Y=3.547346, Z=16.25343 
Frame 01753 Position: X=-7.859578, Y=3.549687, Z=16.2243 
